Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
3010,"Farewell, George Bertram","Your boss, George Bertram, is retiring. Before he goes, he asks you for help in destroying his rival at the firm. Help crush your boss' rival in this absurd take on corporate intrigue.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,RPG,,,5,2,Indie Game Developer Network,,NerdBurger Games,Murders & Acquisitions,Yes,Yes,,,17+,Low,Beginner
1026,Evolution,"In Evolution, players adapt their species in a dynamic ecosystem where food is scarce and predators lurk.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,6,2,Rogue Judges,Bob Cahill,North Star Games,Evolution,Yes,Yes,,,13+,Med,Beginner
5389,Pandemic: Might the World End with a Whimper? Fact/ Fiction/History/Potential,"A global pandemic can bring down civilization, but how much is fiction? Crowded third-world cities; global transportation; new, resistant strains of old scourges; engineered weapons",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Origins University,War College,Origins University,50,2,NSDMG,Capt Mark McDonagh USN (ret) (Nuclear Submarine Officer),NSDMG,,Yes,Yes,,,13+,Med,Beginner
2998,Marvel vs. Capcom Infinite PS4,Tournament For Marvel Vs. Capcom Infinite on PS4,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Eclectics,,,64,2,Nexus Gaming Alliance,Final Boss Gaming T.O.,Playstation 4,Playstation 4,Yes,Yes,Single Elimination,Full Tournament,10+,Low,Intermediate
6947,Franchise,Rules Taught! Players are entrepreneurs looking to expand in this not yet released title from Queen Games.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,5,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
7016,Pioneers,"Rules taught. Winner keeps the game! Blaze the trails west, populating cities with your pioneers.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,8,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
1689,Havana,Build magnificent buildings to make Cuba's capital city Havana gleam in renewed splendor.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,4,2,Rogue Judges,Joe Cook,Rio Grande,1st,Yes,Yes,,,10+,Med,Beginner
3013,Threadbare,"Play a broken toy in a broken world. PbtA, low-combat.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,RPG,,,5,2,Indie Game Developer Network,,Stephanie Bryant,Threadbare,Yes,Yes,,,13+,Low,Beginner
1774,Not Alone,It alien versus stranded explorers. Will you survive until the rescue ship arrives?,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,7,2,Grand Gaming Academy,Grand Gaming Academy,Stronghold,Current,Yes,Yes,,,13+,Low,Beginner
1600,Guns & Steel,Struggle to build the greatest empire in the world.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
1747,Harry Potter: Hogwarts Battle,Assume the role of the most famous wizards of all time and defend your school from Voldemort.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,USAopoly,Current,Yes,Yes,,,13+,Low,Beginner
658,Learn to paint Flesh tones like a professional,"Flesh tones from zombies to super heroes can make or break how the model looks on the table top. Using Reaper Triad paints, Ginfitter will show you how to make the most of painting flesh tones.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,12,2,SGG,SGG,Various,Current,Yes,Yes,,,10+,Low,Beginner
492,Learn to Play – Warlord Games’ Bolt Action second edition,"The ultimate World War II table top rules. Bolt Action puts you in command of the German Blitzkrieg, the North African desert, the Russian Front and the D-Day Landings. We will teach you the game.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,SGG,Warlord Games,Bolt Action v2,Yes,Yes,,,10+,Med,Beginner
510,Learn to Play – Warlord Games’ Hail Caesar,"From the Early Bronze Age, Spartans and Greeks, the Roman Empire and their many foes, through to Medieval Knights, Hail Caesar is the game of ancient battles. Fast, fun and with a wide range of supporting miniatures.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,SGG,Warlord Games,Hail Caesar,Yes,Yes,,,10+,Med,Beginner
6733,Stellar Leap,"Space exploration game for 1-5 players with worker placement, variable player powers, & a strategic twist on dice rolling in ~60 minutes. Earn prestige by completing missions, discovering new planets, increasing population, and fulfilling your hidden objective. Variable player powers and game-changing events mean that every game is as different as the planets in our galaxy! Supports Multiple Play Styles: Based on who is playing, Stellar Leap can be semi-cooperative, really aggressive, or somewhere in between and you can win by playing in any of those ways. Custom Game Length: Change the play time easily by increasing or decreasing the number of events to complete the game. Player Choice Matters: Choose your player power and hidden trait to help support your specific strategy, designate which planets and asteroids to place where they'll benefit you the most, and choose when the game ends by either causing events to trigger or avoiding them. AI Variants: Experience the galaxy of Stellar Leap against a variety of opponents on your own or add an AI to your two player games to simulate the three or four player game.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,5,2,Weird Giraffe Games,Adam Kecskes,Weird Giraffe Games,,Yes,Yes,,,13+,Med,Beginner
6289,Dyatlov Pass Incident,We look at some of the anomalous incidents of people disappearing in the wilderness but primarily at the Dyatlov Pass Incident in the Soviet Union. Are any of these events difficult to explain?,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Origins University,War College,Origins University,50,2,,Terry Sofian,,,Yes,Yes,,,13+,Med,Beginner
6879,Play Better Games Damn it,"Join the crew of Misdirected Mark Productions as we dish about GMing advice, game design, and get up to all kinds of other shenanigans in this irreverant and entertaining panel",6/16/2018 18:00,6/16/2018 20:00,2 hours,Origins University,,,50,2,Misdirected Mark Productions,Christopher M. Sniezak,,,Yes,Yes,,,12,low,beginner
5363,Aerodrome(R) 2.0 World War 2 Aerial Combat: Pearl Harbor Part 2 – Second Wave,"The 2nd wave of Japanese aircraft arrives at Pearl to finish the job, but finds defending Navy fighters from returning US carriers. The Japanese mission is unchanged, the USN wants revenge.",6/16/2018 18:00,6/16/2018 21:00,3 Hours,Miniature,,,24,4,Aerodrome(R) Aerial Combat Games,Stanley Kubiak & Mark Wukas,Aerodrome(R) Aerial Combat Games,Aerodrome(R) 2.0 - World War 2 Aerial Combat Game (1st ed),Yes,Yes,,,17+,Low,Beginner
2098,Alpha Strike Turning Points 3,A campaign-style series of linked scenarios for BattleTech: Alpha Strike,6/16/2018 18:00,6/16/2018 21:00,3 Hours,Miniature,,,6,4,Catalyst Game Labs,,Catalyst Game Labs,Battletech Alpha Strike,No,Yes,,,13+,Low,Intermediate
621,Necromunda,"Games Workshop rolled out Necromunda more than 20 years ago, and it has enduring popularity because a passionate fan base. This is a multi-gang campaign played through the convention.",6/16/2018 18:00,6/16/2018 21:00,3 Hours,Miniature,,,6,4,SGG,SGG,Games Workshop,Current Necromunda,Yes,Yes,,,10+,Med,Beginner
6517,Battlestations: Gigantic,Crew a starship on amazing adventures on these supersized boards!,6/16/2018 18:00,6/16/2018 21:00,3 Hours,Miniature,,,14,4,Broken Leg Gamers,Neal Sofge,Gorilla Games,Battlestations 2.0,Yes,Yes,,,13+,Med,Beginner
2542,EBI Potluck,Come to play just for fun. Play any of the Empire Builder style games. Build tracks to pick up & deliver goods to fulfill contracts.,6/16/2018 18:00,6/16/2018 21:00,3 Hours,Tabletop,,,8,4,Train Gamers Association,Trella Bromley,Mayfair Games,Various,No,Yes,,,10+,Med,Intermediate
2544,EBI Semi-Finals,The 16 partiicpants with highest EBI Tournament Score will advance to the semi-finals.,6/16/2018 18:00,6/16/2018 21:00,3 Hours,Tabletop,,,16,4,Train Gamers Association,Trella Bromley,Mayfair Games,Various,No,Yes,Swiss,Final,10+,Med,Intermediate
2600,Railroad Revolution,"In Railroad Revolution, you will manage your own railroad company in America. You will build railroads, establish stations, expand the telegraph network, and chase your objectives.",6/16/2018 18:00,6/16/2018 21:00,3 Hours,Tabletop,,,8,4,Train Gamers Association,Trella Bromley,What's Your Game?,1st,Yes,Yes,,,10+,Med,Beginner
3908,Axis & Allies War At Sea: ForuMini Open,"Join us for the annual Axis & Allies War at Sea: ForuMini Open Tournament. Axis vs. Allies, please bring your own 200pt. Fleets. 3 rounds Swiss event. Game rules provided at event. EO/GM Mike DeFelice/Greg Smorey",6/16/2018 18:00,6/16/2018 21:00,3 Hours,Miniature,,,10,4,SmoreySwamp Axis & Allies Gamers,Greg Smorey,WotC,Axis & Allies Anniversary,No,No,3 Game Guarantee,Full Tournament,13+,Med,Intermediate
6862,Darkness at Runegate,"Your clan chief's daughter is missing, fled nearby into Aldryami-held ruins. Did she wander off alone and unguarded, was she kidnapped...or did she flee he impending wedding? Pre-gens provided.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,12,8,Chaosium Inc.,,Chaosium Inc.,RuneQuest: Roleplaying in Glorantha,Yes,Yes,,,13+,Med,Intermediate
8510,Anniversary Draft,Celebrate Magic's 25th Anniversary with a Chaos Draft! Draft from one Masters 25 pack and two other random packs!,6/16/2018 18:00,6/16/2018 22:00,4 Hours,CCG/TCG,,,64,20,Pastimes,,Wizards of the Coast,,No,Yes,Swiss,Full tournament,5+,Med,Intermediate
364,Half-Wits Horror-Daze,"The Stooges must solve the mystery of mysterious sightings at a local castle, but the owner insist it’s not haunted. What’s a stooge to do?",6/16/2018 18:00,6/14/2018 22:00,4 Hours,RPG,,,6,4,Studio 2 Demo Team,Jeff Hetzel,Quantum Black,Ubiquity 1st,Yes,Yes,,,13+,Low,Beginner
2208,Shadowrun: CMP 2018-04 Viva Las Vegas: Ain’t That a Kick in the Head?,"In Las Vegas, a single night out can make or break anyone. Mr Johnson decides to let it ride on the runners, in a bid to knock over a casino. The security may be state of the art, but a single pull of the lever can change a life",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2213,Shadowrun: CMP 2018-05 Cerulean Shadows: Letter of Marque,"Cargo ships are turning up missing on their way to Metropole, and the owners aren’t too happy about it.  The team is hired to crew a decoy vessel in order to capture the elusive Pirate before they can strike again.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2219,Shadowrun: CMP 2018-06 Cerulean Shadows: Honor Amongst Thieves,"Business is business, right? The team gets an interesting offer from someone they just had arrested. A little nuyen goes a long way toward forgiveness.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2226,"Shadowrun: CMP 2018-07 Cerulean Shadows: No Prey, No Pay","An offer comes in from an independent Johnson looking to turn the screws on some of the shipping corporations operating in the Caribbean, and hopefully fund out why boatloads of people have gone missing. Taking down a cargo ship, the team finds more than they signed on for.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2233,Shadowrun: CMP 2018-08 Cerulean Shadows: X Marks the Spot,"Nothing stays hidden forever. Even the best kept secrets eventually come to light. A mysterious private island with a corporate facility, and hundreds of brainwashed prisoners stand between the runners and a real payday.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2267,Shadowrun: SRM 09-01 Started from the Bottom,"When you are new to the shadows of Neo Tokyo, without much in the way of reputation or established contacts, the work that comes your way feels beneath your talent. But this is Neo-Tokyo and you start from the bottom.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2279,Shadowrun: SRM 09-02 Finders Keepers,"Tanaka-san has lost something and needs it retrieved. He won't tell you what it is, where to get it, or even reveal himself. Can you prove your worth and uncover the mystery?",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2291,Shadowrun: SRM 09-03 Learning Little from Victory,Honor is life in Neo-Tokyo; how do you hold on to yours when Tanaka-san asks you to get involved in local politics? Can you put your candidate on the path to victory without losing face in front of new ‘friends’?,6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2303,Shadowrun: SRM 09-04 Neo-Tokyo Drift,The street racing scene of Neo-Tokyo is reknown worldwide so when the team is asked to get involved they jump right in. What happens when the stakes get higher and higher on the unforgiving streets?,6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2314,Shadowrun: SRM 09-05 Violent Shadows,"Tanaka-san needs an inconspicuous crew to rescue a missing child, but his Yakuza rivals are already a step ahead. Do you rescue the child for Tanaka or will you turn him over to the rival faction?",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2325,Shadowrun: SRM 09-06 Seven Breaths,War in the streets is threatening to boil over when an opportunity arises to bring it back to a simmer. Pick your preferred losers but don’t take too long as time is short,6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,7,4,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,No,No,,,13+,High,Intermediate
2569,Great Western Trail,"America in the 19th century: You are a rancher and repeatedly herd your cattle from Texas to Kansas City, where you send them off by train. However, the ""Great Western Trail"" not only requires that you keep your herd in good shape, but also that you wisely use the various buildings along the trail.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,8,4,Train Gamers Association,Trella Bromley,eggertspiele,1st,Yes,Yes,,,10+,Med,Beginner
360,Countdown to Terror,"In 1946, a team of specialists must explore an abandoned Japanese research base in the Bikini Atoll 24 hours before it is destroyed by a nuclear test.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,Studio 2 Demo Team,Nestor D. Rodriguez,Exile Game Studio,Ubiquity 1st,Yes,Yes,,,13+,Low,Beginner
1816,Battlestar Galactica: The Board Game,Are you a Skin Job? Do you seek to preserve or destroy Humanity? Will you aid or hinder the quest for Earth? We will use elements from all expansion sets for a fun evening. So say we all!,6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,6,4,,John J. Zipay,Fantasy Flight,1st,Yes,Yes,,,17+,Med,Beginner
352,Battlestar Galactica Board Game,"Play the popular board game. All expansions are available. If players are interested, we will choose the best elements from the expansions.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,11,4,Studio 2 Demo Team,Kyle Jones,Fantasy Flight,Battlestar Galactica 1st,Yes,Yes,,,13+,Med,Beginner
7814,GrogHeads Presents: Quartermaster General with the Designer,"Refight WWII on a grand scale in this card-based game of global conflict, in a tournament-style game with the designer!",6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,6,4,GrogHeads,Mike Dunn,Griggling Games,,Yes,Yes,,,10+,Med,Intermediate
1484,Serenity: Tending the Flock,"A former congregant of Shepherd Book pay a visit, bringing with him all sorts of trouble.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,Matinee Adventures,Tom Prevendoski,Margaret Weis Productions,Serenity,Yes,Yes,,,17+,Low,Beginner
5238,"Faster Speeder, kill, kill!",You have answered the call to Death Race on a desolate planet at the edge of known space. Some race out of greed and some race for glory.,6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,,DM Scotty,Runehammer Games,Index Card RPG,Yes,Yes,,,18+,Low,Beginner
6493,G2 - Glacial Rift of the Frost Giant Jarl,"The brutal Crystalmist Mountains hide a deadly army of Frost Giants. Find their lair, destroy the threat, find the Mastermind, or die trying! ADD 2.5 rules (taught); age 13+, characters provided",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,Boars Head Games,Scott Nemmers,TSR {Wizards of the Coast} (Hasbro),AD&D 2.5 EDITION (Modified),Yes,Yes,,,13+,Med,Intermediate
5213,The Reach,"In the grim darkness of the far future, an Imperium enemy seeks to destabilize a loyal system of worlds. The trusted aide of a Astra Militarum commander has been abducted. Locate & extract the hostage",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,The Black Hand,,Ulisses Spiele,The Dark Eye 1st English,Yes,Yes,,,13+,Med,Beginner
2505,18xx Finals,Be one of the top 4 18xx players to advance to the Finals.,6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,4,4,Train Gamers Association,Trella Bromley,Various,18xx,No,Yes,Swiss,Final,10+,Med,Intermediate
2517,18xx Finals,Be one of the top 4 18xx players to advance to the Finals.,6/16/2018 18:00,6/16/2018 22:00,4 Hours,Tabletop,,,4,4,Train Gamers Association,Trella Bromley,Various,18xx,No,Yes,Swiss,Final,10+,Med,Intermediate
2116,Purgatory House,"Blackjack, Traps, and Unstoppable Horrors in this brand new pick up & play horror RPG from Wicked Clever. Hosted by the creator. No dice needed! Can you be the few who survive?",6/16/2018 18:00,6/16/2018 22:00,4 Hours,RPG,,,6,4,Wicked Clever,Robert Turk,Wicked Clever,Purgatory House,Yes,Yes,,,17+,Low,Beginner
2118,The Witch of Thrush Hollow,"Strange things are happening in Thrush Hollow. Is the witch Tabitha Primrose seeking vengeance? Tonight is the lock-in, and a group of outsiders has appeared, intent on solving the mystery.",6/16/2018 18:00,6/16/2018 22:00,4 Hours,LARP,,,17,4,Espionage Party,Kyle Kissell,,,Yes,Yes,,,18+,Low,Beginner
